0.000000000000000000e+00,1.969650064195905381e+00,-9.403282309481026946e-01,1.331770517707278723e+00,-2.050128871684818055e+00,-1.587620764681678898e+00,1.500282968793596461e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.791238784790039062e-03,1.969650072044284661e+00,-9.403285350925507657e-01,1.331770396234728704e+00,-2.050128881359238431e+00,-1.587620740784301487e+00,1.500281566416148404e-01,3.924341944341300450e-06,-1.520781242743520834e-04,-6.073863151579499370e-05,-4.837397937796845484e-06,1.194915225700651941e-05,-7.012159295173971216e-05
3.581047058105468750e-03,1.969650094260675610e+00,-9.403294393928354200e-01,1.331770050597367527e+00,-2.050128908753539481e+00,-1.587620673099446433e+00,1.500277614080334498e-01,1.110862641066700935e-05,-4.521676852960380792e-04,-1.728253857359251210e-04,-1.369768202681015141e-05,3.384374057916356035e-05,-1.976244580300546975e-04
5.983352661132812500e-03,1.969650128729806493e+00,-9.403310604489567570e-01,1.331769462117109892e+00,-2.050128955012236354e+00,-1.587620558667932169e+00,1.500270964541364216e-01,1.723523409413942498e-05,-8.105595083846839355e-04,-2.942515450764017514e-04,-2.313024583521084809e-05,5.721797709642719679e-05,-3.324898482860087594e-04
7.859945297241210938e-03,1.969650171641138092e+00,-9.403334711925575018e-01,1.331768631730404051e+00,-2.050129019685710041e+00,-1.587620398467019855e+00,1.500261702732198221e-01,2.145649825252460594e-05,-1.205418567622983973e-03,-4.152094619603794974e-04,-3.233799153534306075e-05,8.010356394953468311e-05,-4.631084257584250417e-04
9.507894515991210938e-03,1.969650222515989757e+00,-9.403367461147990047e-01,1.331767560251958971e+00,-2.050129102446516693e+00,-1.587620193498201715e+00,1.500249919058375958e-01,2.543841282947531941e-05,-1.637524652626463299e-03,-5.357600087339581436e-04,-4.138200880443437259e-05,1.024883853233532336e-04,-5.892065508571691203e-04
1.186203956604003906e-02,1.969650277528032900e+00,-9.403409574467996856e-01,1.331766248926729457e+00,-2.050129202820390351e+00,-1.587619944800635174e+00,1.500235702108755342e-01,2.750708882595901159e-05,-2.105747698111026280e-03,-6.556880538443993992e-04,-5.018888393286485242e-05,1.243536078614327993e-04,-7.108750612206142169e-04
1.367521286010742188e-02,1.969650333323208713e+00,-9.403461777089545670e-01,1.331764698938885161e+00,-2.050129320353881290e+00,-1.587619653407828846e+00,1.500219140695987496e-01,2.789867029082532924e-05,-2.610232347959959981e-03,-7.750239911464549582e-04,-5.876902550079360788e-05,1.457020560426867354e-04,-8.281027667229630537e-04
1.545643806457519531e-02,1.969650389369843158e+00,-9.403524814102790508e-01,1.331762911109360070e+00,-2.050129454717098731e+00,-1.587619320322361638e+00,1.500200325246594524e-01,2.802440453219234897e-05,-3.151972950944824034e-03,-8.939494455907984194e-04,-6.718421526024483603e-05,1.665491952529949457e-04,-9.408089707006142988e-04
1.783323287963867188e-02,1.969650441082561931e+00,-9.403599401814829450e-01,1.331760886780345210e+00,-2.050129605402798649e+00,-1.587618946590914959e+00,1.500179343839823931e-01,2.585736257092333064e-05,-3.729530298443326907e-03,-1.012203778366166373e-03,-7.534577328852687145e-05,1.868729735018265236e-04,-1.049111041421981871e-03
1.946687698364257812e-02,1.969650486377769072e+00,-9.403686274263420852e-01,1.331758626971992765e+00,-2.050129772013232987e+00,-1.587618533232854290e+00,1.500156285995614125e-01,2.264848223997455685e-05,-4.343790957876150945e-03,-1.129948015420106141e-03,-8.330844923444601178e-05,2.066870492567432916e-04,-1.152936941579576699e-03
2.193832397460937500e-02,1.969650523818927024e+00,-9.403786170441784664e-01,1.331756132620854238e+00,-2.050129954178879554e+00,-1.587618081260826930e+00,1.500131241641772251e-01,1.872130530427764680e-05,-4.995002711891764410e-03,-1.247223958475973497e-03,-9.108635711228572148e-05,2.259947816853318382e-04,-1.252266276901998652e-03
2.383518218994140625e-02,1.969650548565438974e+00,-9.403899803892094011e-01,1.331753405101686161e+00,-2.050130151381659882e+00,-1.587617591723209154e+00,1.500104298605233200e-01,1.237373609708771934e-05,-5.681892958763205131e-03,-1.363812496554838534e-03,-9.860521579272396293e-05,2.447783057124917460e-04,-1.347204095123765918e-03
2.567028999328613281e-02,1.969650560083846091e+00,-9.404027920476307756e-01,1.331750445234256786e+00,-2.050130363291470470e+00,-1.587617065623200485e+00,1.500075547376643892e-01,5.759427046864391546e-06,-6.406077750566487039e-03,-1.479991134609916041e-03,-1.059590163334589924e-04,2.630602104647849961e-04,-1.437617205436604768e-03
2.754831314086914062e-02,1.969650554752094607e+00,-9.404171242624366212e-01,1.331747254236045785e+00,-2.050130589443520002e+00,-1.587616503996070128e+00,1.500045076505904518e-01,-2.665979164878029892e-06,-7.166385440827960016e-03,-1.595561009320488723e-03,-1.130804119696418125e-04,2.808244604601865205e-04,-1.523602648955989626e-03
2.941775321960449219e-02,1.969650529473589540e+00,-9.404330496538919615e-01,1.331743833256706866e+00,-2.050130829396014320e+00,-1.587615907871369414e+00,1.500012974848243530e-01,-1.263974287446314551e-05,-7.963004672442113366e-03,-1.710556034792317477e-03,-1.199809021098925373e-04,2.980739148560985281e-04,-1.605145158692254962e-03
3.191232681274414062e-02,1.969650483343031722e+00,-9.404506425773144773e-01,1.331740183163087510e+00,-2.050131082802538529e+00,-1.587615278256571560e+00,1.499979332704645396e-01,-2.306617382286960344e-05,-8.796803005345136400e-03,-1.825117619646517923e-03,-1.267081780850687800e-04,3.148196131075124411e-04,-1.682172444010544485e-03
3.387832641601562500e-02,1.969650411414025415e+00,-9.404699741578672612e-01,1.331736305343099058e+00,-2.050131349140923209e+00,-1.587614616199448436e+00,1.499944237671329839e-01,-3.596589858422106860e-05,-9.666165299540639688e-03,-1.938985222017516625e-03,-1.331743592599202164e-04,3.310414051305967309e-04,-1.754819748411629672e-03
3.580451011657714844e-02,1.969650313259734276e+00,-9.404911191592952857e-01,1.331732200601361216e+00,-2.050131628085525737e+00,-1.587613922702888036e+00,1.499907780390175860e-01,-4.907904975193534827e-05,-1.057291091666640037e-02,-2.052450498882729332e-03,-1.394777125809569887e-04,3.467617337293429718e-04,-1.822934783027364749e-03
3.761720657348632812e-02,1.969650184774608848e+00,-9.405141493443449630e-01,1.331727870217042087e+00,-2.050131919150885995e+00,-1.587613198805842840e+00,1.499870048979283221e-01,-6.424505531164059519e-05,-1.151553929909273667e-02,-2.165276166857044507e-03,-1.455383265729598245e-04,3.619625658253913846e-04,-1.886643741719144351e-03
3.945040702819824219e-02,1.969650023801340133e+00,-9.405391380684638980e-01,1.331723315217667070e+00,-2.050132221936200150e+00,-1.587612445528144400e+00,1.499831132892720520e-01,-8.048975712539985878e-05,-1.249484682842711206e-02,-2.277588052234800348e-03,-1.513985308606095837e-04,3.766534624206913789e-04,-1.945879823426120009e-03
4.178404808044433594e-02,1.969649828309692596e+00,-9.405661588070179935e-01,1.331718536614102000e+00,-2.050132536046155085e+00,-1.587611663888507385e+00,1.499791121685535578e-01,-9.774961623212220362e-05,-1.351089346607611992e-02,-2.389394485088364856e-03,-1.570610710546328868e-04,3.908349819512734998e-04,-2.000637979027444172e-03
4.361152648925781250e-02,1.969649594213131572e+00,-9.405952832651590656e-01,1.331713535682725214e+00,-2.050132860996383588e+00,-1.587610854924840886e+00,1.499750103406766177e-01,-1.170528218177962999e-04,-1.456279407069063954e-02,-2.500562704032517625e-03,-1.624814180957705613e-04,4.044975267043590824e-04,-2.050993511915500094e-03
4.548215866088867188e-02,1.969649320945137339e+00,-9.406265861897060709e-01,1.331708313244826414e+00,-2.050133196454976936e+00,-1.587610019642216042e+00,1.499708168688022869e-01,-1.366392983808585994e-04,-1.565206953486138197e-02,-2.611320262143774443e-03,-1.677358043325089551e-04,4.176575165120617345e-04,-2.096817288456619219e-03
4.793286323547363281e-02,1.969649003552937261e+00,-9.406601384846990932e-01,1.331702870688519669e+00,-2.050133541900241774e+00,-1.587609159086004640e+00,1.499665404883551156e-01,-1.587022573007271242e-04,-1.677679839454290084e-02,-2.721383736247454457e-03,-1.727293338048286058e-04,4.302948001041673382e-04,-2.138273183262173662e-03
4.975175857543945312e-02,1.969648641756701624e+00,-9.406960151867514996e-01,1.331697208797507415e+00,-2.050133897012595519e+00,-1.587608274258966556e+00,1.499621902873210233e-01,-1.809051364670853841e-04,-1.793904701655892400e-02,-2.831055344035409826e-03,-1.775630659513939167e-04,4.424306842305048872e-04,-2.175184908806456884e-03
5.155038833618164062e-02,1.969648230788522802e+00,-9.407342873063000432e-01,1.331691328935810992e+00,-2.050134261278541370e+00,-1.587607366204133452e+00,1.499577750087652817e-01,-2.054920619489202405e-04,-1.913680223457460416e-02,-2.940044914660383622e-03,-1.821400395017144683e-04,4.540450323784037037e-04,-2.207724932100621398e-03
5.341720581054687500e-02,1.969647769863778208e+00,-9.407750294617375220e-01,1.331685231951920123e+00,-2.050134634356616470e+00,-1.587606435929085125e+00,1.499533037049310957e-01,-2.304713139712948413e-04,-2.037186809652362027e-02,-3.048610223877064665e-03,-1.865462750054817649e-04,4.651555709919472743e-04,-2.235738658188745828e-03
5.584669113159179688e-02,1.969647254896149446e+00,-9.408183132361690459e-01,1.331678919121445759e+00,-2.050135015762922563e+00,-1.587605484470264061e+00,1.499487851667784810e-01,-2.574938045449374222e-04,-2.164272689970343430e-02,-3.156537703038742298e-03,-1.907105520790365345e-04,4.757478683682227032e-04,-2.259356733723813168e-03
5.772662162780761719e-02,1.969646684367501344e+00,-9.408642125939652434e-01,1.331672391387361820e+00,-2.050135405124322130e+00,-1.587604512841810589e+00,1.499442283901334660e-01,-2.852753920454866596e-04,-2.295056932308653375e-02,-3.263993676838526821e-03,-1.946882531857007206e-04,4.858330758355014207e-04,-2.278476721730412612e-03
5.956983566284179688e-02,1.969646054890193954e+00,-9.409127997375350549e-01,1.331665649934554496e+00,-2.050135801987162942e+00,-1.587603522073747886e+00,1.499396422183576494e-01,-3.147508652081281583e-04,-2.429451435159197745e-02,-3.370857184582686482e-03,-1.984391194071645644e-04,4.954032517444550889e-04,-2.293174857383959223e-03
6.145644187927246094e-02,1.969645364342111682e+00,-9.409641480684534098e-01,1.331658695783817459e+00,-2.050136205952303836e+00,-1.587602513185357278e+00,1.499350355982691507e-01,-3.452874374450395044e-04,-2.567516159155968855e-02,-3.477210275652686984e-03,-2.019904071601739937e-04,5.044637672978688221e-04,-2.303399410407239688e-03
6.367540359497070312e-02,1.969644609814209968e+00,-9.410183302266971195e-01,1.331651530057731847e+00,-2.050136616586779592e+00,-1.587601487202380701e+00,1.499304174103366638e-01,-3.772785883130650819e-04,-2.709213022906906826e-02,-3.583002054377096637e-03,-2.053252039685762853e-04,5.130113918199076398e-04,-2.309183556817518551e-03
6.541371345520019531e-02,1.969643788848146171e+00,-9.410754192865672385e-01,1.331644153820297882e+00,-2.050137033477028581e+00,-1.587600445146788886e+00,1.499257965724614394e-01,-4.104989582640545046e-04,-2.854563743476035143e-02,-3.688261812315338228e-03,-2.084532119923345665e-04,5.210480112271343237e-04,-2.310508579601436036e-03
6.784319877624511719e-02,1.969642898726137181e+00,-9.411354880619401397e-01,1.331636568168983015e+00,-2.050137456198375840e+00,-1.587599388042564286e+00,1.499211819795583100e-01,-4.450782723854136052e-04,-3.003555299118215033e-02,-3.792972815342791036e-03,-2.113688742085796852e-04,5.285726196311581714e-04,-2.307385972397716506e-03
6.973433494567871094e-02,1.969641936944679816e+00,-9.411986095774946826e-01,1.331628774173295060e+00,-2.050137884335366145e+00,-1.587598316911923435e+00,1.499165825446571454e-01,-4.809093867898728216e-04,-3.156198230361279000e-02,-3.897149043687695748e-03,-2.140768007325719925e-04,5.355860997781684797e-04,-2.299806677352145886e-03
